scope,event_id,player,other_events_W,other_events_N,skill
development only,6aa6942138886b36383be9a3,themadhimalayan,7,36,-1.041453874828161
development only,6aa6942138886b36383be9a3,tl0007,0,0,0.0
development only,6aa6942138886b36383be9a3,vitorinsky,48,106,-0.17284281283941083
development only,6aa6942138886b36383be9a3,xanypopper,58,108,0.13580154115906182
development only,6aa6942138886b36383be9a3,xastur,52,106,-0.03448617607116932
development only,6aa6eed0f1243e65f9800555,2sick,44,94,-0.11551288712184435
development only,6aa6eed0f1243e65f9800555,5cmdal,0,0,0.0
development only,6aa6eed0f1243e65f9800555,7earless,28,55,0.030771658666753687
development only,6aa6eed0f1243e65f9800555,acad,54,147,-0.5074300347648525
development only,6aa6eed0f1243e65f9800555,actionguy,6,15,-0.2411620568168881
development only,6aa6eed0f1243e65f9800555,ahnkns14,1,2,0.0
development only,6aa6eed0f1243e65f9800555,aisu2929,6,19,-0.49247648509779407
development only,6aa6eed0f1243e65f9800555,aki417,3,7,-0.11778303565638351
development only,6aa6eed0f1243e65f9800555,alana,67,145,-0.1421744887805426
development only,6aa6eed0f1243e65f9800555,albuus_00,0,0,0.0
development only,6aa6eed0f1243e65f9800555,allnyta,6,16,-0.3101549283038396
development only,6aa6eed0f1243e65f9800555,almezda,5,16,-0.4700036292457356
development only,6aa6eed0f1243e65f9800555,aoisora,27,59,-0.14518200984449783
development only,6aa6eed0f1243e65f9800555,asterphoenix,16,35,-0.13353139262452263
development only,6aa6eed0f1243e65f9800555,avelino_off,24,57,-0.2702903297399117
development only,6aa6eed0f1243e65f9800555,bbchillen,25,44,0.22314355131420976
development only,6aa6eed0f1243e65f9800555,beachboy,25,52,-0.06453852113757118
development only,6aa6eed0f1243e65f9800555,belceboss,2,13,-0.8266785731844679
development only,6aa6eed0f1243e65f9800555,birdnest,37,67,0.1823215567939546
development only,6aa6eed0f1243e65f9800555,blork,0,0,0.0
development only,6aa6eed0f1243e65f9800555,breaking2mirror,21,51,-0.2972515234679316
development only,6aa6eed0f1243e65f9800555,brxlyy,24,46,0.07145896398214505
development only,6aa6eed0f1243e65f9800555,butterflybabe,13,56,-0.9808292530117262
development only,6aa6eed0f1243e65f9800555,byzer09,10,38,-0.7884573603642702
development only,6aa6eed0f1243e65f9800555,chuckie,25,68,-0.4700036292457356
development only,6aa6eed0f1243e65f9800555,chv3173,2,6,-0.25131442828090605
development only,6aa6eed0f1243e65f9800555,crieghz,4,6,0.25131442828090617
development only,6aa6eed0f1243e65f9800555,cuice,4,12,-0.3677247801253174
development only,6aa6eed0f1243e65f9800555,danny_danny25,44,73,0.36545977349446523
development only,6aa6eed0f1243e65f9800555,dashmd,26,75,-0.5549968420791281
development only,6aa6eed0f1243e65f9800555,deangelis99,0,0,0.0
development only,6aa6eed0f1243e65f9800555,dhforty4,34,75,-0.16507975035944858
development only,6aa6eed0f1243e65f9800555,digitaldesi,4,7,0.11778303565638346
development only,6aa6eed0f1243e65f9800555,ehhhzigggyyy,5,10,0.0
development only,6aa6eed0f1243e65f9800555,einstun,70,156,-0.19337139298053965
development only,6aa6eed0f1243e65f9800555,elatomico,40,95,-0.2876820724517809
development only,6aa6eed0f1243e65f9800555,elluquitas96,83,150,0.20067069546215124
development only,6aa6eed0f1243e65f9800555,elmarcoo,62,132,-0.1127954941453444
development only,6aa6eed0f1243e65f9800555,ember_elmos,0,0,0.0
development only,6aa6eed0f1243e65f9800555,essey,7,13,0.0870113769896297
development only,6aa6eed0f1243e65f9800555,estehlegitea,48,106,-0.17284281283941083
development only,6aa6eed0f1243e65f9800555,flameking3,51,95,0.13353139262452257
development only,6aa6eed0f1243e65f9800555,flipinton,42,143,-0.8132914924020085
development only,6aa6eed0f1243e65f9800555,frogger,3,13,-0.6286086594223742
development only,6aa6eed0f1243e65f9800555,genessiss,8,12,0.36772478012531734
development only,6aa6eed0f1243e65f9800555,giaacomoo,31,54,0.25131442828090617
development only,6aa6eed0f1243e65f9800555,gioboivillage,0,0,0.0
development only,6aa6eed0f1243e65f9800555,godi,15,41,-0.4382549309311553
development only,6aa6eed0f1243e65f9800555,golfermt,43,69,0.43721380642274466
development only,6aa6eed0f1243e65f9800555,gosulek,4,9,-0.10536051565782628
development only,6aa6eed0f1243e65f9800555,griffsama,18,33,0.13976194237515863
development only,6aa6eed0f1243e65f9800555,grizzlymagnum,12,19,0.3483066942682158
development only,6aa6eed0f1243e65f9800555,hakitcgp,50,93,0.1361321743245799
development only,6aa6eed0f1243e65f9800555,hakomatotaco,1,2,0.0
development only,6aa6eed0f1243e65f9800555,haryanto,15,37,-0.30010459245033816
development only,6aa6eed0f1243e65f9800555,ibfasting,79,147,0.14035735769492244
development only,6aa6eed0f1243e65f9800555,ibrakadabra,27,41,0.5212969236332861
development only,6aa6eed0f1243e65f9800555,icyriaco,5,11,-0.0953101798043249
development only,6aa6eed0f1243e65f9800555,iitzjonny95,0,1,-0.1823215567939546
development only,6aa6eed0f1243e65f9800555,iromm,77,156,-0.02409755157906053
development only,6aa6eed0f1243e65f9800555,itachi1905,4,7,0.11778303565638346
development only,6aa6eed0f1243e65f9800555,javiee333,55,104,0.10536051565782635
development only,6aa6eed0f1243e65f9800555,jestre,18,29,0.3629054936893685
development only,6aa6eed0f1243e65f9800555,jetskiforless,12,33,-0.42488319396526597
development only,6aa6eed0f1243e65f9800555,jlng,48,83,0.2814124594381855
development only,6aa6eed0f1243e65f9800555,justragz,4,6,0.25131442828090617
development only,6aa6eed0f1243e65f9800555,kabesu,25,48,0.06899287148695142
development only,6aa6eed0f1243e65f9800555,kayjay,24,68,-0.5245244681241525
development only,6aa6eed0f1243e65f9800555,kingkw,0,0,0.0
development only,6aa6eed0f1243e65f9800555,kto206,48,123,-0.4117347211217598
development only,6aa6eed0f1243e65f9800555,kyoffie,4,13,-0.4418327522790392
development only,6aa6eed0f1243e65f9800555,lanora,82,148,0.20322824161326825
development only,6aa6eed0f1243e65f9800555,liquidhunter,44,70,0.4578330936254803
development only,6aa6eed0f1243e65f9800555,lord_vader,8,15,0.08004270767353636
development only,6aa6eed0f1243e65f9800555,luffytaro_91,8,18,-0.1431008436406733
development only,6aa6eed0f1243e65f9800555,lv80mewtwo,21,67,-0.6737290947028438
development only,6aa6eed0f1243e65f9800555,madarauchiwa,3,9,-0.3184537311185346
development only,6aa6eed0f1243e65f9800555,mamas,9,24,-0.35667494393873245
development only,6aa6eed0f1243e65f9800555,manutan,9,16,0.15415067982725836
development only,6aa6eed0f1243e65f9800555,mart95nlc,0,4,-0.587786664902119
development only,6aa6eed0f1243e65f9800555,mazzi,14,45,-0.6390799592896695
development only,6aa6eed0f1243e65f9800555,meidhy,0,0,0.0
development only,6aa6eed0f1243e65f9800555,melma,17,36,-0.08701137698962981
development only,6aa6eed0f1243e65f9800555,minato,135,219,0.4530060528771645
development only,6aa6eed0f1243e65f9800555,mindola,0,0,0.0
development only,6aa6eed0f1243e65f9800555,mipal,8,19,-0.2076393647782445
development only,6aa6eed0f1243e65f9800555,mo1245,42,81,0.06595796779179737
development only,6aa6eed0f1243e65f9800555,mrd,31,69,-0.17768117723745236
development only,6aa6eed0f1243e65f9800555,mspinguino,27,73,-0.46608972992459924
development only,6aa6eed0f1243e65f9800555,mtg_dbz,4,8,0.0
development only,6aa6eed0f1243e65f9800555,n7hs4,31,51,0.36464311358790924
development only,6aa6eed0f1243e65f9800555,neesh,1,5,-0.40546510810816444
development only,6aa6eed0f1243e65f9800555,nifaa,42,81,0.06595796779179737
development only,6aa6eed0f1243e65f9800555,njjord7,65,105,0.44183275227903923
development only,6aa6eed0f1243e65f9800555,normo360,80,179,-0.20173964265105623
development only,6aa6eed0f1243e65f9800555,notgio,19,45,-0.25593337413720063
development only,6aa6eed0f1243e65f9800555,nyrq,93,209,-0.2108230669261692
development only,6aa6eed0f1243e65f9800555,oscarparra,37,78,-0.09097177820572676
development only,6aa6eed0f1243e65f9800555,pauk55,65,140,-0.13353139262452263
development only,6aa6eed0f1243e65f9800555,pierfigo,82,153,0.13517477836825254
development only,6aa6eed0f1243e65f9800555,pikaicetea,6,17,-0.3746934494414107
development only,6aa6eed0f1243e65f9800555,poohsee,0,0,0.0
development only,6aa6eed0f1243e65f9800555,preluxe,66,106,0.4560173872709956
development only,6aa6eed0f1243e65f9800555,r0zey,28,94,-0.7661723155748352
development only,6aa6eed0f1243e65f9800555,rayna_soha22,0,0,0.0
development only,6aa6eed0f1243e65f9800555,razbersky202,56,104,0.1405819506211894
development only,6aa6eed0f1243e65f9800555,redmaicon,7,22,-0.5108256237659907
development only,6aa6eed0f1243e65f9800555,reinvlaude,0,0,0.0
development only,6aa6eed0f1243e65f9800555,rey14,14,21,0.45953232937844013
development only,6aa6eed0f1243e65f9800555,reziah,8,10,0.6190392084062235
development only,6aa6eed0f1243e65f9800555,rezpectore011,3,6,0.0
development only,6aa6eed0f1243e65f9800555,ripfer,5,8,0.22314355131420976
development only,6aa6eed0f1243e65f9800555,russ_ii,29,97,-0.7640989165322298
development only,6aa6eed0f1243e65f9800555,scootymak,3,7,-0.11778303565638351
development only,6aa6eed0f1243e65f9800555,seiren,12,29,-0.2578291093020998
development only,6aa6eed0f1243e65f9800555,shinra67,65,131,-0.014184634991956413
development only,6aa6eed0f1243e65f9800555,shmo,40,73,0.1690763300439339
development only,6aa6eed0f1243e65f9800555,sinorci200,58,97,0.35894509247327155
development only,6aa6eed0f1243e65f9800555,six420,28,69,-0.3321338350226148
development only,6aa6eed0f1243e65f9800555,sleepy512pete,32,96,-0.6231885919530349
development only,6aa6eed0f1243e65f9800555,snail__05,0,3,-0.4700036292457356
development only,6aa6eed0f1243e65f9800555,soap728,51,105,-0.05218575317057019
development only,6aa6eed0f1243e65f9800555,superchocoobo,24,52,-0.12921173148000623
development only,6aa6eed0f1243e65f9800555,supreme13,77,146,0.10265415406008337
development only,6aa6eed0f1243e65f9800555,thefossilman,37,63,0.303682413798222
development only,6aa6eed0f1243e65f9800555,theviice,30,47,0.4643056081310978
development only,6aa6eed0f1243e65f9800555,thomasxavier21,39,106,-0.49247648509779407
development only,6aa6eed0f1243e65f9800555,tommyboistreams,4,15,-0.5753641449035618
development only,6aa6eed0f1243e65f9800555,trainer4572,8,15,0.08004270767353636
development only,6aa6eed0f1243e65f9800555,treehugger123abc,0,0,0.0
development only,6aa6eed0f1243e65f9800555,umbreon92,0,0,0.0
development only,6aa6eed0f1243e65f9800555,valeriecherish,10,22,-0.12516314295400605
development only,6aa6eed0f1243e65f9800555,ventrixd,56,118,-0.09381875521765486
development only,6aa6eed0f1243e65f9800555,vitorinsky,47,104,-0.17589066646366416
development only,6aa6eed0f1243e65f9800555,waittilltmrw,92,166,0.2052631260363614
development only,6aa6eed0f1243e65f9800555,wall456,54,130,-0.3169117107667193
development only,6aa6eed0f1243e65f9800555,warpis,82,157,0.08388148398070203
development only,6aa6eed0f1243e65f9800555,waterbetter,7,34,-0.9808292530117262
development only,6aa6eed0f1243e65f9800555,winsters,21,41,0.03922071315328133
development only,6aa6eed0f1243e65f9800555,xanypopper,57,107,0.11980119981262058
development only,6aa6eed0f1243e65f9800555,xxemmabooxx,3,6,0.0
development only,6aa6eed0f1243e65f9800555,xxjuandiazxx,1,7,-0.6061358035703156
development only,6aa6eed0f1243e65f9800555,yiyi,0,0,0.0
development only,6aa6eed0f1243e65f9800555,yuta_06,1,8,-0.6931471805599453
development only,6aa6eed0f1243e65f9800555,zetaott,0,0,0.0
development only,6aa6eed0f1243e65f9800555,ziggo,0,0,0.0
development only,6aa7cd2ff1243e65f9800e0f,2sick,38,88,-0.24613306953890846
development only,6aa7cd2ff1243e65f9800e0f,7l,21,44,-0.07410797215372185
development only,6aa7cd2ff1243e65f9800e0f,abnermoyai,30,56,0.12136085700426753
development only,6aa7cd2ff1243e65f9800e0f,acacia,0,0,0.0
development only,6aa7cd2ff1243e65f9800e0f,acad,54,143,-0.4657573383642845
development only,6aa7cd2ff1243e65f9800e0f,akibg,3,6,0.0
development only,6aa7cd2ff1243e65f9800e0f,alana,63,141,-0.19933290262049125
development only,6aa7cd2ff1243e65f9800e0f,aoisora,29,61,-0.084557388028063
development only,6aa7cd2ff1243e65f9800e0f,avelino_off,26,61,-0.25489224962879004
development only,6aa7cd2ff1243e65f9800e0f,awbscene,10,34,-0.6592456288842639
development only,6aa7cd2ff1243e65f9800e0f,beachboy,26,53,-0.0317486983145803
development only,6aa7cd2ff1243e65f9800e0f,belceboss,2,10,-0.6190392084062235
development only,6aa7cd2ff1243e65f9800e0f,benjaa,5,21,-0.7419373447293773
development only,6aa7cd2ff1243e65f9800e0f,bigslowpokefan,19,30,0.4054651081081644
development only,6aa7cd2ff1243e65f9800e0f,breaking2mirror,23,53,-0.2231435513142097
development only,6aa7cd2ff1243e65f9800e0f,butterflybabe,12,55,-1.0379876668516748
development only,6aa7cd2ff1243e65f9800e0f,catenaccio1993,0,0,0.0
development only,6aa7cd2ff1243e65f9800e0f,cheezycake,0,0,0.0
development only,6aa7cd2ff1243e65f9800e0f,crisspardog,11,21,0.06453852113757116
development only,6aa7cd2ff1243e65f9800e0f,dietdrkelp,87,170,0.044451762570833796
development only,6aa7cd2ff1243e65f9800e0f,einstun,66,151,-0.23712979328894968
development only,6aa7cd2ff1243e65f9800e0f,elluquitas96,85,152,0.22314355131420976
development only,6aa7cd2ff1243e65f9800e0f,elmarcoo,66,136,-0.05480823649499503
development only,6aa7cd2ff1243e65f9800e0f,estehlegitea,47,105,-0.1918910078101054
development only,6aa7cd2ff1243e65f9800e0f,ethonians,7,20,-0.40546510810816444
development only,6aa7cd2ff1243e65f9800e0f,frozen,10,17,0.22314355131420976
development only,6aa7cd2ff1243e65f9800e0f,guunnz,67,124,0.14953173397096384
development only,6aa7cd2ff1243e65f9800e0f,hakitcgp,47,89,0.10109611687136881
development only,6aa7cd2ff1243e65f9800e0f,hawaryou,7,15,-0.08004270767353637
development only,6aa7cd2ff1243e65f9800e0f,hextor,16,31,0.04879016416943205
development only,6aa7cd2ff1243e65f9800e0f,hunter_316,30,71,-0.2732933349996813
development only,6aa7cd2ff1243e65f9800e0f,insomniak,4,7,0.11778303565638346
development only,6aa7cd2ff1243e65f9800e0f,iromm,75,153,-0.036813973122716316
development only,6aa7cd2ff1243e65f9800e0f,jetskiforless,12,32,-0.3856624808119846
development only,6aa7cd2ff1243e65f9800e0f,jhove,17,46,-0.4353180712578455
development only,6aa7cd2ff1243e65f9800e0f,juliusrock,0,1,-0.1823215567939546
development only,6aa7cd2ff1243e65f9800e0f,kabesu,24,46,0.07145896398214505
development only,6aa7cd2ff1243e65f9800e0f,kayjay,27,71,-0.42608439531090014
development only,6aa7cd2ff1243e65f9800e0f,kazekage,12,36,-0.534082485930258
development only,6aa7cd2ff1243e65f9800e0f,lanora,79,145,0.16813692180199818
development only,6aa7cd2ff1243e65f9800e0f,lv80mewtwo,19,64,-0.7339691750802004
development only,6aa7cd2ff1243e65f9800e0f,minato,141,222,0.5292593254548287
development only,6aa7cd2ff1243e65f9800e0f,monkeydonkey,4,11,-0.2876820724517809
development only,6aa7cd2ff1243e65f9800e0f,mspinguino,31,76,-0.3285040669720361
development only,6aa7cd2ff1243e65f9800e0f,nandosgude,23,45,0.03636764417087479
development only,6aa7cd2ff1243e65f9800e0f,nicoz,19,37,0.0425596144187959
development only,6aa7cd2ff1243e65f9800e0f,nifaa,42,83,0.021506205220963682
development only,6aa7cd2ff1243e65f9800e0f,normo360,85,186,-0.16362942378180204
development only,6aa7cd2ff1243e65f9800e0f,nycsquirtle,0,14,-1.3350010667323402
development only,6aa7cd2ff1243e65f9800e0f,nyrq,88,204,-0.2631910524434852
development only,6aa7cd2ff1243e65f9800e0f,omarkztv,5,14,-0.3364722366212129
development only,6aa7cd2ff1243e65f9800e0f,pamnardo_s2,13,36,-0.4418327522790392
development only,6aa7cd2ff1243e65f9800e0f,pattyd,13,31,-0.24512245803298496
development only,6aa7cd2ff1243e65f9800e0f,pinguim,0,0,0.0
development only,6aa7cd2ff1243e65f9800e0f,pylantrao,6,8,0.4519851237430572
development only,6aa7cd2ff1243e65f9800e0f,rekkatherapy,33,87,-0.43995128417933377
development only,6aa7cd2ff1243e65f9800e0f,rikujibra,42,89,-0.10109611687136875
development only,6aa7cd2ff1243e65f9800e0f,sagemodexy,5,15,-0.40546510810816444
development only,6aa7cd2ff1243e65f9800e0f,shinra67,69,135,0.04138521616285428
development only,6aa7cd2ff1243e65f9800e0f,shmo,41,73,0.21772348384487053
development only,6aa7cd2ff1243e65f9800e0f,sleepy512pete,29,92,-0.6931471805599453
development only,6aa7cd2ff1243e65f9800e0f,smthg,1,4,-0.2876820724517809
development only,6aa7cd2ff1243e65f9800e0f,snap_bolt,16,33,-0.04652001563489282
development only,6aa7cd2ff1243e65f9800e0f,soap728,51,104,-0.03509131981127006
development only,6aa7cd2ff1243e65f9800e0f,sparadrap,72,137,0.09531017980432493
development only,6aa7cd2ff1243e65f9800e0f,srafaelitocs,25,54,-0.12516314295400605
development only,6aa7cd2ff1243e65f9800e0f,theblank,8,18,-0.1431008436406733
development only,6aa7cd2ff1243e65f9800e0f,thomasxavier21,36,101,-0.5349231753450512
development only,6aa7cd2ff1243e65f9800e0f,tyrendemer825,13,30,-0.2006706954621511
development only,6aa7cd2ff1243e65f9800e0f,ventrixd,57,118,-0.06252035698133393
development only,6aa7cd2ff1243e65f9800e0f,vindicta,18,29,0.3629054936893685
development only,6aa7cd2ff1243e65f9800e0f,vitorinsky,46,103,-0.19530875232076572
development only,6aa7cd2ff1243e65f9800e0f,wall456,50,125,-0.3746934494414107
development only,6aa7cd2ff1243e65f9800e0f,warpis,79,153,0.06136894637629202
development only,6aa7cd2ff1243e65f9800e0f,xanypopper,55,104,0.10536051565782635
development only,6aa7cd2ff1243e65f9800e0f,yonkodreco6th,3,16,-0.8109302162163288
development only,6aa7cd2ff1243e65f9800e0f,yuta_06,3,8,-0.2231435513142097
development only,6aa7cd2ff1243e65f9800e0f,zadakyel,6,13,-0.08701137698962981
development only,6aa89ad438886b36383c071a,2sick,46,96,-0.07550755250814517
development only,6aa89ad438886b36383c071a,7l,20,43,-0.11332868530700312
development only,6aa89ad438886b36383c071a,akaseahri,11,25,-0.17185025692665928
development only,6aa89ad438886b36383c071a,alana,68,146,-0.12838116664820687
development only,6aa89ad438886b36383c071a,avelino_off,23,57,-0.3313571359544425
development only,6aa89ad438886b36383c071a,beachboy,22,49,-0.16989903679539747
development only,6aa89ad438886b36383c071a,benjaa,5,22,-0.7884573603642702
development only,6aa89ad438886b36383c071a,bigslowpokefan,21,32,0.4855078157817008
development only,6aa89ad438886b36383c071a,bluejun99,8,19,-0.2076393647782445
development only,6aa89ad438886b36383c071a,breaking2mirror,23,53,-0.2231435513142097
development only,6aa89ad438886b36383c071a,crisspardog,11,21,0.06453852113757116
development only,6aa89ad438886b36383c071a,dadongaby,0,0,0.0
development only,6aa89ad438886b36383c071a,davidleon,1,6,-0.5108256237659907
development only,6aa89ad438886b36383c071a,dietdrkelp,90,174,0.06524052186840094
development only,6aa89ad438886b36383c071a,einstun,67,153,-0.23419338750079477
development only,6aa89ad438886b36383c071a,elluquitas96,86,154,0.220400065368459
development only,6aa89ad438886b36383c071a,enggar,30,65,-0.13353139262452263
development only,6aa89ad438886b36383c071a,estehlegitea,47,106,-0.2076393647782445
development only,6aa89ad438886b36383c071a,ethonians,9,23,-0.3053816495511819
development only,6aa89ad438886b36383c071a,evand,2,5,-0.13353139262452263
development only,6aa89ad438886b36383c071a,eyhz,0,0,0.0
development only,6aa89ad438886b36383c071a,fall88,30,59,0.028987536873252187
development only,6aa89ad438886b36383c071a,gatobkn,0,0,0.0
development only,6aa89ad438886b36383c071a,gosulek,5,11,-0.0953101798043249
development only,6aa89ad438886b36383c071a,guunnz,71,127,0.21985947611301987
development only,6aa89ad438886b36383c071a,hextor,15,31,-0.048790164169432056
development only,6aa89ad438886b36383c071a,hunter_316,30,70,-0.25131442828090605
development only,6aa89ad438886b36383c071a,ibte_10,3,6,0.0
development only,6aa89ad438886b36383c071a,iduh,21,51,-0.2972515234679316
development only,6aa89ad438886b36383c071a,isez,22,35,0.4054651081081644
development only,6aa89ad438886b36383c071a,itachi1820,16,36,-0.1743533871447778
development only,6aa89ad438886b36383c071a,jestre,19,30,0.4054651081081644
development only,6aa89ad438886b36383c071a,jetskiforless,12,32,-0.3856624808119846
development only,6aa89ad438886b36383c071a,jhove,19,49,-0.37729423114146804
development only,6aa89ad438886b36383c071a,jkhaled123,2,15,-0.9444616088408514
development only,6aa89ad438886b36383c071a,kayjay,26,69,-0.4372138064227446
development only,6aa89ad438886b36383c071a,kovacs469,45,89,0.02020270731751947
development only,6aa89ad438886b36383c071a,lanora,74,142,0.07898841131863046
development only,6aa89ad438886b36383c071a,lolocatchem,11,29,-0.3629054936893685
development only,6aa89ad438886b36383c071a,mazzi,14,43,-0.5819215454497209
development only,6aa89ad438886b36383c071a,mega_rezpectore_ex,28,44,0.4519851237430572
development only,6aa89ad438886b36383c071a,minato,143,225,0.5313041551095313
development only,6aa89ad438886b36383c071a,mirinie,2,13,-0.8266785731844679
development only,6aa89ad438886b36383c071a,mo_23,9,24,-0.35667494393873245
development only,6aa89ad438886b36383c071a,mrd,31,66,-0.10536051565782628
development only,6aa89ad438886b36383c071a,mspinguino,28,74,-0.4353180712578455
development only,6aa89ad438886b36383c071a,nandosgude,22,45,-0.03636764417087483
development only,6aa89ad438886b36383c071a,nifaa,41,81,0.021978906718775167
development only,6aa89ad438886b36383c071a,njjord7,63,104,0.3908663086870116
development only,6aa89ad438886b36383c071a,nyrq,93,210,-0.21905356606268464
development only,6aa89ad438886b36383c071a,omarkztv,7,16,-0.15415067982725836
development only,6aa89ad438886b36383c071a,oscarparra,40,82,-0.04348511193973878
development only,6aa89ad438886b36383c071a,pamnardo_s2,13,35,-0.40546510810816444
development only,6aa89ad438886b36383c071a,pattyd,16,35,-0.13353139262452263
development only,6aa89ad438886b36383c071a,pierfigo,81,152,0.12361395596717663
development only,6aa89ad438886b36383c071a,pylantrao,2,7,-0.35667494393873245
development only,6aa89ad438886b36383c071a,r0zey,31,98,-0.6931471805599453
development only,6aa89ad438886b36383c071a,rcollinz,0,1,-0.1823215567939546
development only,6aa89ad438886b36383c071a,rekkatherapy,31,88,-0.5436154465889815
development only,6aa89ad438886b36383c071a,rikujibra,41,88,-0.12260232209233239
development only,6aa89ad438886b36383c071a,russ_ii,29,98,-0.7777045685880083
development only,6aa89ad438886b36383c071a,sapphire47,0,0,0.0
development only,6aa89ad438886b36383c071a,shinra67,71,138,0.05406722127027579
development only,6aa89ad438886b36383c071a,shmo,41,74,0.19105523676270922
development only,6aa89ad438886b36383c071a,snap_bolt,16,33,-0.04652001563489282
development only,6aa89ad438886b36383c071a,snub,4,7,0.11778303565638346
development only,6aa89ad438886b36383c071a,soap728,48,103,-0.12405264866997888
development only,6aa89ad438886b36383c071a,sparadrap,70,136,0.05480823649499495
development only,6aa89ad438886b36383c071a,srafaelitocs,27,57,-0.08961215868968717
development only,6aa89ad438886b36383c071a,strawberrycrepecookie,0,0,0.0
development only,6aa89ad438886b36383c071a,syr,20,42,-0.07696104113612832
development only,6aa89ad438886b36383c071a,tamaquashad,0,3,-0.4700036292457356
development only,6aa89ad438886b36383c071a,thomasxavier21,40,104,-0.4274440148269396
development only,6aa89ad438886b36383c071a,tommyhp,1,4,-0.2876820724517809
development only,6aa89ad438886b36383c071a,wall456,55,132,-0.31237468504215243
development only,6aa89ad438886b36383c071a,warpis,81,156,0.07232066157962608
development only,6aa89ad438886b36383c071a,xanypopper,58,108,0.13580154115906182
development only,6aa89ad438886b36383c071a,xastur,48,102,-0.10724553035359756
development only,6aa89ad438886b36383c071a,xctloya26,0,0,0.0
development only,6aa89ad438886b36383c071a,zadakyel,7,15,-0.08004270767353637
development only,6aaac3d9f1243e65f9802bad,7l,21,46,-0.1431008436406733
development only,6aaac3d9f1243e65f9802bad,8digger2,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,airimima,6,10,0.20067069546215124
development only,6aaac3d9f1243e65f9802bad,alana,67,147,-0.16598513747426116
development only,6aaac3d9f1243e65f9802bad,aldous,51,120,-0.2787134024690205
development only,6aaac3d9f1243e65f9802bad,alyce,6,12,0.0
development only,6aaac3d9f1243e65f9802bad,amilaz,22,36,0.3513978868378886
development only,6aaac3d9f1243e65f9802bad,aoisora,33,68,-0.05129329438755058
development only,6aaac3d9f1243e65f9802bad,beachboy,24,53,-0.1590646946296874
development only,6aaac3d9f1243e65f9802bad,braynomaden,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,charizard7777,2,6,-0.25131442828090605
development only,6aaac3d9f1243e65f9802bad,cheva_aja,3,6,0.0
development only,6aaac3d9f1243e65f9802bad,danimaton,12,27,-0.16251892949777494
development only,6aaac3d9f1243e65f9802bad,diasganteng45,10,23,-0.1823215567939546
development only,6aaac3d9f1243e65f9802bad,dietdrkelp,89,175,0.032435275753153955
development only,6aaac3d9f1243e65f9802bad,eeveeon,24,63,-0.41689380393178715
development only,6aaac3d9f1243e65f9802bad,einstun,67,155,-0.25593337413720063
development only,6aaac3d9f1243e65f9802bad,eliteslayer,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,elluquitas96,86,155,0.20679441331268036
development only,6aaac3d9f1243e65f9802bad,enggar,38,74,0.047628048989254664
development only,6aaac3d9f1243e65f9802bad,esteban0708,55,96,0.2657031657330057
development only,6aaac3d9f1243e65f9802bad,estehlegitea,47,108,-0.23841102344499823
development only,6aaac3d9f1243e65f9802bad,fall88,31,62,0.0
development only,6aaac3d9f1243e65f9802bad,fuuyii,7,13,0.0870113769896297
development only,6aaac3d9f1243e65f9802bad,garoth,23,41,0.1967102942460543
development only,6aaac3d9f1243e65f9802bad,giovanni_tcgp,3,6,0.0
development only,6aaac3d9f1243e65f9802bad,godi,18,46,-0.3610133455373305
development only,6aaac3d9f1243e65f9802bad,goldy_aja,1,6,-0.5108256237659907
development only,6aaac3d9f1243e65f9802bad,hajime9009,0,2,-0.3364722366212129
development only,6aaac3d9f1243e65f9802bad,hanalana,19,30,0.4054651081081644
development only,6aaac3d9f1243e65f9802bad,hanzee,28,53,0.09531017980432493
development only,6aaac3d9f1243e65f9802bad,hawaryou,7,20,-0.40546510810816444
development only,6aaac3d9f1243e65f9802bad,herston,21,35,0.3136575588550416
development only,6aaac3d9f1243e65f9802bad,hi1214,9,16,0.15415067982725836
development only,6aaac3d9f1243e65f9802bad,https,21,46,-0.1431008436406733
development only,6aaac3d9f1243e65f9802bad,iromm,71,153,-0.1351747783682526
development only,6aaac3d9f1243e65f9802bad,isanpum,42,71,0.3237870770938972
development only,6aaac3d9f1243e65f9802bad,ishaan,15,38,-0.3364722366212129
development only,6aaac3d9f1243e65f9802bad,kayjay,28,74,-0.4353180712578455
development only,6aaac3d9f1243e65f9802bad,khaeruibnum,8,20,-0.2682639865946794
development only,6aaac3d9f1243e65f9802bad,kick42zo,4,11,-0.2876820724517809
development only,6aaac3d9f1243e65f9802bad,kresna19,4,16,-0.6359887667199967
development only,6aaac3d9f1243e65f9802bad,lanora,83,152,0.17327172127403678
development only,6aaac3d9f1243e65f9802bad,lede,1,11,-0.916290731874155
development only,6aaac3d9f1243e65f9802bad,legendoery,38,58,0.5423242908253617
development only,6aaac3d9f1243e65f9802bad,light_dn,18,34,0.09097177820572679
development only,6aaac3d9f1243e65f9802bad,lordxword,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,luckyex888,25,61,-0.31237468504215243
development only,6aaac3d9f1243e65f9802bad,luxmea,9,19,-0.06899287148695143
development only,6aaac3d9f1243e65f9802bad,mami,5,11,-0.0953101798043249
