scope,event_id,player,other_events_W,other_events_N,skill
development only,6a90c1890580a332c842170e,packluckfc,28,55,0.030771658666753687
development only,6a90c1890580a332c842170e,paolettijr,9,18,0.0
development only,6a90c1890580a332c842170e,pdon,0,0,0.0
development only,6a90c1890580a332c842170e,phsabsol,0,0,0.0
development only,6a90c1890580a332c842170e,pierfigo,84,155,0.15790302944580875
development only,6a90c1890580a332c842170e,pikaicetea,11,24,-0.11778303565638351
development only,6a90c1890580a332c842170e,pinoygab,4,18,-0.7472144018302211
development only,6a90c1890580a332c842170e,pokefunky,4,7,0.11778303565638346
development only,6a90c1890580a332c842170e,porkyra,4,7,0.11778303565638346
development only,6a90c1890580a332c842170e,portlandpoliwags,3,10,-0.40546510810816444
development only,6a90c1890580a332c842170e,power_cosmuk,6,27,-0.8602012652231115
development only,6a90c1890580a332c842170e,prototcg,4,14,-0.5108256237659907
development only,6a90c1890580a332c842170e,ratatouillet27,42,95,-0.2102954088363608
development only,6a90c1890580a332c842170e,rustycohle,13,26,0.0
development only,6a90c1890580a332c842170e,sandy_permata205,18,35,0.044451762570833796
development only,6a90c1890580a332c842170e,shamus,28,58,-0.058840500022933465
development only,6a90c1890580a332c842170e,shin3dd,13,22,0.25131442828090617
development only,6a90c1890580a332c842170e,shreyasplays,8,14,0.16705408466316624
development only,6a90c1890580a332c842170e,shubham,4,8,0.0
development only,6a90c1890580a332c842170e,super_peace,42,88,-0.08167803101426724
development only,6a90c1890580a332c842170e,syr,16,39,-0.2876820724517809
development only,6a90c1890580a332c842170e,team_humble,10,16,0.31015492830383945
development only,6a90c1890580a332c842170e,tetrycy,0,0,0.0
development only,6a90c1890580a332c842170e,thefunk1,19,33,0.2336148511815051
development only,6a90c1890580a332c842170e,timothyher,0,0,0.0
development only,6a90c1890580a332c842170e,tommykamikace,14,29,-0.05129329438755058
development only,6a90c1890580a332c842170e,varma,29,50,0.26826398659467937
development only,6a90c1890580a332c842170e,victorssito,94,158,0.3610133455373305
development only,6a90c1890580a332c842170e,warpis,83,157,0.10788896201118492
development only,6a90c1890580a332c842170e,whiterabbit,4,20,-0.8472978603872037
development only,6a90c1890580a332c842170e,xastur,50,104,-0.07020425867324857
development only,6a90c1890580a332c842170e,zero_blanc,5,10,0.0
development only,6a90e8157a62de8130140dee,2811,36,70,0.050010420574661416
development only,6a90e8157a62de8130140dee,2sick,42,91,-0.1388364448542158
development only,6a90e8157a62de8130140dee,acad,54,146,-0.49717353459766345
development only,6a90e8157a62de8130140dee,acid_guru,0,0,0.0
development only,6a90e8157a62de8130140dee,alana,71,150,-0.10008345855698253
