archetype,rank_sept10,rank_window,dustin,player,display_name,event_id,event_name,event_size,date,placing,drop,record,deck_id,cards_carried,url
Suicune ex Baxcalibur,5,5,False,marckedcards,MarckedCards,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,61,,0-6-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/marckedcards/decklist
Suicune ex Baxcalibur,5,5,False,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,68,3,1-2-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/dietdrkelp/decklist
Suicune ex Baxcalibur,5,5,False,porkyra,Porkyra,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,107,7,4-3-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/porkyra/decklist
Suicune ex Baxcalibur,5,5,False,tree121,Tree121,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,156,7,2-4-1,suicune-ex-a4a-baxcalibur-b2a,Frigibax x2,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/tree121/decklist
Suicune ex Baxcalibur,5,5,False,gin1234,Gin1234,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,187,5,2-3-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/gin1234/decklist
Suicune ex Baxcalibur,5,5,False,javiercazorla,Javiercazorla,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,189,5,2-3-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/javiercazorla/decklist
Suicune ex Baxcalibur,5,5,False,danico,Danico,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,259,5,1-4-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x2,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/danico/decklist
Suicune ex Baxcalibur,5,5,False,waterbetter,Waterbetter,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,325,1,0-1-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/waterbetter/decklist
Suicune ex Baxcalibur,5,5,False,bruhs,Cheese awww,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,,3,0-3-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x2,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/bruhs/decklist
Suicune ex Baxcalibur,5,5,False,diegolq,diegolq,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,,4,1-3-0,suicune-ex-a4a-baxcalibur-b2a,Frigibax x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/diegolq/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,frappesdrinker,sZero | frappesdrinker,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01,2,,7-2-2,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/frappesdrinker/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02,2,,6-3-1,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/guunnz/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jestre,Jestre,6ab04f7fe905c1db6874671c,Xasturpice Theater 🎭 #1 | 🏆 Full Art Oak,22,2026-09-21,2,,6-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6ab04f7fe905c1db6874671c/player/jestre/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,kto206,kto206,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05,3,,3-1-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/kto206/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,adi1906,Adi1906,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,6,,6-1-2,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/adi1906/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jestre,Jestre,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,8,,7-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/jestre/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,frappesdrinker,sZero | frappesdrinker,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02,11,,4-2-1,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/frappesdrinker/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,falk47,Falk47,6ab04f7fe905c1db6874671c,Xasturpice Theater 🎭 #1 | 🏆 Full Art Oak,22,2026-09-21,14,,2-4-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6ab04f7fe905c1db6874671c/player/falk47/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,ibfasting,𝗕𝗢𝗔𝗧 | Fasting,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05,15,,5-3-1,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/ibfasting/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,nyrq,nyrq,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,24,,3-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/nyrq/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jestre,Jestre,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,25,,3-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/jestre/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,supreme13,𝗕𝗮𝗹𝗱 Supreme,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,26,,3-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/supreme13/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,frappesdrinker,sZero | frappesdrinker,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,27,,4-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/frappesdrinker/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,frappesdrinker,sZero | frappesdrinker,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,31,,4-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/frappesdrinker/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jestre,Jestre,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,36,,4-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/jestre/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,guiz3r,Guiz3r,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,40,,3-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/guiz3r/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,victorssito,PGX | victorssito,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,48,,3-4-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/victorssito/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,ibfasting,𝗕𝗢𝗔𝗧 | Fasting,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,49,,3-4-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/ibfasting/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,faficha,Faficha,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,56,,1-5-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/faficha/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jestre,Jestre,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,63,4,2-2-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/jestre/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,kto206,kto206,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,78,,1-6-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/kto206/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,alana,𝗠𝗲𝗴𝗮 Sarimi Isi 2 𝗘𝗫,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,87,,1-6-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/alana/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,nandosgude,PGX | Nandosgude,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,,5,2-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/nandosgude/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,jrab,jrab,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,,3,1-2-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/jrab/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,kto206,kto206,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05,,5,2-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/kto206/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,dyegopb,dyegopb,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,,3,1-2-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/dyegopb/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,faficha,Faficha,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,,5,2-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/faficha/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,kto206,kto206,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,,2,0-2-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/kto206/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,frappesdrinker,sZero | frappesdrinker,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,,2,0-2-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/frappesdrinker/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,leviathanko,LeviathanKO,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,,4,1-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/leviathanko/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,sheedy,𝗕𝗢𝗔𝗧 | sheedy,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,,5,2-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/sheedy/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,ibfasting,𝗕𝗢𝗔𝗧 | Fasting,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,,5,2-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/ibfasting/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,kto206,kto206,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,,4,1-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/kto206/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,rmgzane,PGX | RMGZANE,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30,,6,3-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/rmgzane/decklist
Team Rocket's Weezing ex Hoopa ex,6,7,True,mosokaku,Mosokaku,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02,,3,0-3-0,team-rockets-weezing-ex-b4a-hoopa-ex-b4,Mega Sableye ex x1,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/mosokaku/decklist
Mega Blaziken ex,7,13,True,marhadi,MarHaDi,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05,1,,9-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/marhadi/decklist
Mega Blaziken ex,7,13,True,legendoery,mega blaziken because i dont like vespiqueen,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,1,,11-1-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/legendoery/decklist
Mega Blaziken ex,7,13,True,shinra67,𝗕𝗢𝗔𝗧| Satoru Gojo,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,1,,8-1-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/shinra67/decklist
Mega Blaziken ex,7,13,True,minato,minato,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03,3,,6-3-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/minato/decklist
Mega Blaziken ex,7,13,True,fzin,João Vitor,6a92710aabb9482237502fc0,🇧🇷 Hit Sparrow #10 | TCG Pocket,20,2026-09-02,3,,3-2-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a92710aabb9482237502fc0/player/fzin/decklist
Mega Blaziken ex,7,13,True,njjord7,FrogEX | Njord,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,4,,6-2-2,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/njjord7/decklist
Mega Blaziken ex,7,13,True,haruhi_1350,PЯ | はるひ,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,6,,6-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/haruhi_1350/decklist
Mega Blaziken ex,7,13,True,soap728,soap728,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,7,,6-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/soap728/decklist
Mega Blaziken ex,7,13,True,jlng,JLNG,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01,7,,5-2-2,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/jlng/decklist
Mega Blaziken ex,7,13,True,seedax,Seedax,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,9,,7-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/seedax/decklist
Mega Blaziken ex,7,13,True,aghnar14,TB | Aghnar,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01,9,,6-2-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/aghnar14/decklist
Mega Blaziken ex,7,13,True,frost22,Frost22,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03,10,,4-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/frost22/decklist
Mega Blaziken ex,7,13,True,highlight,𝐅𝐈𝐑𝐄 | Highlight,6aa6244c38886b36383be644,🔥Highlight's Pyro Pop-Up #2🔥 FA OAK!,33,2026-09-13,10,,3-2-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa6244c38886b36383be644/player/highlight/decklist
Mega Blaziken ex,7,13,True,matthewalex638,matthewalex638,6a9b22fba4272c53be646f96,OTS Pokemon TCG Pocket Arena Pop Up,14,2026-09-04,10,3,1-2-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9b22fba4272c53be646f96/player/matthewalex638/decklist
Mega Blaziken ex,7,13,True,estehlegitea,𝗠𝗲𝗴𝗮 Hasan Handsome 𝗘𝗫,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11,11,,4-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/estehlegitea/decklist
Mega Blaziken ex,7,13,True,pikatravai,Pikatravai,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,11,,4-2-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/pikatravai/decklist
Mega Blaziken ex,7,13,True,popay,TB Popay,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,12,,8-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/popay/decklist
Mega Blaziken ex,7,13,True,sparadrap,Sparadrap,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03,12,,4-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/sparadrap/decklist
Mega Blaziken ex,7,13,True,xerxes03,Xerxes03,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,13,,6-3-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/xerxes03/decklist
Mega Blaziken ex,7,13,True,mambadaddy9,𝐃𝐍𝐓 | MambaD.9,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,14,,5-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/mambadaddy9/decklist
Mega Blaziken ex,7,13,True,shin3dd,Shin3dd,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,15,,5-3-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/shin3dd/decklist
Mega Blaziken ex,7,13,True,roky,Roky,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,15,,5-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/roky/decklist
Mega Blaziken ex,7,13,True,lanora,𝗠𝗲𝗴𝗮 LaNora 𝗘𝗫,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,16,,5-3-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/lanora/decklist
Mega Blaziken ex,7,13,True,fall88,Fall88,6a9d5a0bab080c8c957fbb20,DR. KELP’S CHUM BUCKET POP UP,34,2026-09-06,16,,2-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9d5a0bab080c8c957fbb20/player/fall88/decklist
Mega Blaziken ex,7,13,True,atomiix,FrogEX | Atomiix,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,17,,5-1-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/atomiix/decklist
Mega Blaziken ex,7,13,True,pvblo,pvblo,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18,17,,2-1-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/pvblo/decklist
Mega Blaziken ex,7,13,True,iromm,Eleven Gomes,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05,17,,0-1-0,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/iromm/decklist
Mega Blaziken ex,7,13,True,birdnest,BirdNest,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,22,,4-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/birdnest/decklist
Mega Blaziken ex,7,13,True,sparadrap,Sparadrap,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15,23,,4-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/sparadrap/decklist
Mega Blaziken ex,7,13,True,supreme13,𝗕𝗮𝗹𝗱 Supreme,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,25,,5-2-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/supreme13/decklist
Mega Blaziken ex,7,13,True,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,27,,4-3-1,mega-blaziken-ex-b1,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/normo360/decklist
