archetype,rank_sept10,rank_window,dustin,player,display_name,event_id,event_name,event_size,date,placing,drop,record,deck_id,cards_carried,url
Dragonair Mega Rayquaza ex,22,6,True,mega_rezpectore_ex,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,33,,4-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/mega_rezpectore_ex/decklist
Dragonair Mega Rayquaza ex,22,6,True,rezpectore011,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13,33,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/rezpectore011/decklist
Dragonair Mega Rayquaza ex,22,6,True,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,34,,4-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/pauk55/decklist
Dragonair Mega Rayquaza ex,22,6,True,iduh,𝗠𝗲𝗴𝗮 Iduh 𝗘𝗫,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,35,,4-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/iduh/decklist
Dragonair Mega Rayquaza ex,22,6,True,ehhhzigggyyy,ehhhzigggyyy,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13,37,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/ehhhzigggyyy/decklist
Dragonair Mega Rayquaza ex,22,6,True,draxoz,DraXoZ,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,37,,2-5-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/draxoz/decklist
Dragonair Mega Rayquaza ex,22,6,True,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,38,,5-2-2,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/pauk55/decklist
Dragonair Mega Rayquaza ex,22,6,True,mrcin0091,MrCin0091,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,38,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/mrcin0091/decklist
Dragonair Mega Rayquaza ex,22,6,True,supreme13,𝗕𝗮𝗹𝗱 Supreme,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,38,6,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/supreme13/decklist
Dragonair Mega Rayquaza ex,22,6,True,speedy_paws,Speedy_Paws,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,38,,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/speedy_paws/decklist
Dragonair Mega Rayquaza ex,22,6,True,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,39,5,2-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/normo360/decklist
Dragonair Mega Rayquaza ex,22,6,True,mo_23,墨墨 ,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,39,,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/mo_23/decklist
Dragonair Mega Rayquaza ex,22,6,True,pylantrao,PylanTrao,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15,39,,2-5-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/pylantrao/decklist
Dragonair Mega Rayquaza ex,22,6,True,esdeath,Esdeath,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,40,,5-3-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/esdeath/decklist
Dragonair Mega Rayquaza ex,22,6,True,sinorci200,𝗙𝗚𝗥 || Sinorci200,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,40,,4-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/sinorci200/decklist
Dragonair Mega Rayquaza ex,22,6,True,masterbenji,Masterbenji,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,41,,3-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/masterbenji/decklist
Dragonair Mega Rayquaza ex,22,6,True,nyrq,nyrq the rookie,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18,41,,0-6-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/nyrq/decklist
Dragonair Mega Rayquaza ex,22,6,True,iduh,𝗠𝗲𝗴𝗮 Iduh 𝗘𝗫,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,43,6,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/iduh/decklist
Dragonair Mega Rayquaza ex,22,6,True,yonkodreco6th,Yonkodreco6th,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,44,3,1-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/yonkodreco6th/decklist
Dragonair Mega Rayquaza ex,22,6,True,fitypaldis,Fitypaldis,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03,45,2,0-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/fitypaldis/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,46,6,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,47,,1-6-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,speedy_paws,Speedy_Paws,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,47,5,1-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/speedy_paws/decklist
Dragonair Mega Rayquaza ex,22,6,True,draxoz,DraXoZ,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,48,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/draxoz/decklist
Dragonair Mega Rayquaza ex,22,6,True,zeus5148,Zeus5148,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,49,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/zeus5148/decklist
Dragonair Mega Rayquaza ex,22,6,True,aoisora,Sora Aoi,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,51,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/aoisora/decklist
Dragonair Mega Rayquaza ex,22,6,True,davidleon,DavidLeon,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,52,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/davidleon/decklist
Dragonair Mega Rayquaza ex,22,6,True,rezpectore,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,55,4,2-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/rezpectore/decklist
Dragonair Mega Rayquaza ex,22,6,True,minato,minato,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,57,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/minato/decklist
Dragonair Mega Rayquaza ex,22,6,True,supreme13,𝗕𝗮𝗹𝗱 Supreme,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,60,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/supreme13/decklist
Dragonair Mega Rayquaza ex,22,6,True,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,63,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/guunnz/decklist
Dragonair Mega Rayquaza ex,22,6,True,phob1a,Phob1a,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,64,2,1-1-0,dragonair-mega-rayquaza-ex-b4,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/phob1a/decklist
Dragonair Mega Rayquaza ex,22,6,True,speedy_paws,Speedy_Paws,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,65,,1-6-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/speedy_paws/decklist
Dragonair Mega Rayquaza ex,22,6,True,danimaton,Danimaton,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18,65,,0-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/danimaton/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18,65,,0-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,yonkodreco6th,Yonkodreco6th,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26,65,,0-6-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/yonkodreco6th/decklist
Dragonair Mega Rayquaza ex,22,6,True,xatitox,xatitox,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,67,,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/xatitox/decklist
Dragonair Mega Rayquaza ex,22,6,True,sleepy512pete,sleepy512pete,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,67,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/sleepy512pete/decklist
Dragonair Mega Rayquaza ex,22,6,True,vitorinsky,Vitorinsky,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,73,,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/vitorinsky/decklist
Dragonair Mega Rayquaza ex,22,6,True,superchocoobo,Superchocoobo,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,74,,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/superchocoobo/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,76,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,iluchien,iluchien,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,77,,2-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/iluchien/decklist
Dragonair Mega Rayquaza ex,22,6,True,bigbagmakaveli,bigbagmakaveli,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,81,3,1-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/bigbagmakaveli/decklist
Dragonair Mega Rayquaza ex,22,6,True,breaking2mirror,Breaking2mirror,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,83,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/breaking2mirror/decklist
Dragonair Mega Rayquaza ex,22,6,True,sacherboy,Sacherboy,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,87,,0-6-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/sacherboy/decklist
Dragonair Mega Rayquaza ex,22,6,True,thefossilman,TheFossilMan,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,99,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/thefossilman/decklist
Dragonair Mega Rayquaza ex,22,6,True,loulougame2310,Loulougame2310,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,102,,4-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/loulougame2310/decklist
Dragonair Mega Rayquaza ex,22,6,True,juliusrock,JuliusRock,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,102,1,0-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/juliusrock/decklist
Dragonair Mega Rayquaza ex,22,6,True,banzai,𝗠𝗲𝗴𝗮 Banzai 𝗘𝗫,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,102,2,0-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/banzai/decklist
Dragonair Mega Rayquaza ex,22,6,True,zadakyel,Zadakyel,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,104,1,0-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/zadakyel/decklist
Dragonair Mega Rayquaza ex,22,6,True,ratatouillet27,Ratatouillet27,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,105,3,0-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/ratatouillet27/decklist
Dragonair Mega Rayquaza ex,22,6,True,varo0,TC | Varo0,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,108,2,0-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/varo0/decklist
Dragonair Mega Rayquaza ex,22,6,True,corndog_xx,CornDog_XX,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,108,2,0-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/corndog_xx/decklist
Dragonair Mega Rayquaza ex,22,6,True,rezpectore011,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,131,4,0-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/rezpectore011/decklist
Dragonair Mega Rayquaza ex,22,6,True,azin,Azin,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,7,3-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x1; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/azin/decklist
Dragonair Mega Rayquaza ex,22,6,True,masterbenji,Masterbenji,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/masterbenji/decklist
Dragonair Mega Rayquaza ex,22,6,True,vegegras,Vegegras,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,6,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/vegegras/decklist
Dragonair Mega Rayquaza ex,22,6,True,zagazaga,ZaGaZaGa,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,3,0-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/zagazaga/decklist
Dragonair Mega Rayquaza ex,22,6,True,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/normo360/decklist
Dragonair Mega Rayquaza ex,22,6,True,shinra67,𝗕𝗢𝗔𝗧| Satoru Gojo,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,,4,1-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/shinra67/decklist
Dragonair Mega Rayquaza ex,22,6,True,vegax_1,𝗠𝗮𝗴𝗺𝗮 Vega ,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05,,1,1-0-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/vegax_1/decklist
Dragonair Mega Rayquaza ex,22,6,True,jlng,JLNG,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/jlng/decklist
Dragonair Mega Rayquaza ex,22,6,True,mrcin0091,MrCin0091,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,,3,1-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/mrcin0091/decklist
Dragonair Mega Rayquaza ex,22,6,True,red_d_beer,FrogEX | RedD.Beer,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/red_d_beer/decklist
Dragonair Mega Rayquaza ex,22,6,True,whoisfabelaa,whoisfabelaa,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,,6,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/whoisfabelaa/decklist
Dragonair Mega Rayquaza ex,22,6,True,draxoz,DraXoZ,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,,1,0-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/draxoz/decklist
Dragonair Mega Rayquaza ex,22,6,True,joseph12,Joseph12,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,,1,0-1-0,dragonair-mega-rayquaza-ex-b4,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/joseph12/decklist
Dragonair Mega Rayquaza ex,22,6,True,danimaton,Danimaton,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,5,1-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/danimaton/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,5,1-4-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,megaanyaex,𝗠𝗲𝗴𝗮 Anya 𝗘𝗫,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,6,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/megaanyaex/decklist
Dragonair Mega Rayquaza ex,22,6,True,nyrq,nyrq the rookie,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/nyrq/decklist
Dragonair Mega Rayquaza ex,22,6,True,rikujibra,rikujiBRA,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,6,2-3-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/rikujibra/decklist
Dragonair Mega Rayquaza ex,22,6,True,vitorinsky,Vitorinsky,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,4,3-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/vitorinsky/decklist
Dragonair Mega Rayquaza ex,22,6,True,nagetto_zuki,Nagetto_Zuki,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,,5,2-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/nagetto_zuki/decklist
