archetype,deck_id,player,player_name,event_id,event_name,event_size,date,placing,record,cards_carried,carries_switch1_card,same_name_other_printing,n_cards_in_list,url
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,quackquack,quackquack,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28T13:10:00.000Z,,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/quackquack/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28T13:10:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ppitopin8,ppitopin8,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,,1-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/ppitopin8/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dyja1,Diky J,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,2-5-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/dyja1/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,2-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/guunnz/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,johtopack,CIRC | Elegant,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,0-7-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/johtopack/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,justclark,justclark,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/justclark/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,lanora,𝗠𝗲𝗴𝗮 LaNora 𝗘𝗫,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/lanora/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,nunogdm,NunoGDM,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/nunogdm/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ppitopin8,ppitopin8,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/ppitopin8/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,rayblu,DNT | Raybu,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/rayblu/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,spritzol,Spritzol,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/spritzol/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aldous,Aldous,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/aldous/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,frozen,𝐄𝐥𝐢𝐭𝐞𝟒 Frozen,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,0-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/frozen/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,liamkrew,Liamkrew,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/liamkrew/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,supreme13,𝗕𝗮𝗹𝗱 Supreme,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/supreme13/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,tommykamikace,TommyKamikace,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/tommykamikace/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,acad,Acad,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/acad/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,almezda,Almezda,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,,2-4-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/almezda/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,tk37z,TK37Z,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,,1-5-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/tk37z/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dyja1,Diky Jayakusuma,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,,0-7-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/dyja1/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,rayblu,Rayblu,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,,1-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/rayblu/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,esteban0708,Esteban0708,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,,0-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/esteban0708/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,liamkrew,Liamkrew,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/liamkrew/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ppitopin8,ppitopin8,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/ppitopin8/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,wongtw,SBS| wongtw,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/wongtw/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,elatomico,PGX| El Atomico,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/elatomico/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,mambadaddy9,𝐃𝐍𝐓 | MambaD.9,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,,3-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/mambadaddy9/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,axelniraj,Void ,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/axelniraj/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,brendon68,𝙄𝙈𝙋 | Brendon .,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/brendon68/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,godi,Godi,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/godi/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,grotolo,𝐃𝐍𝐓 | Grotolo,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/grotolo/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,avelino_off,AVELINO_OFF,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/avelino_off/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,iono_ce,Iono_Ce,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/iono_ce/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sky_skywolf93,SKY_SkyWolf93,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/sky_skywolf93/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13T16:30:00.000Z,,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,avelino_off,AVELINO_OFF,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15T23:15:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/avelino_off/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aldous,Aldous,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/aldous/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,andregoat,𝐃𝐍𝐓 | Andre,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/andregoat/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,cadu_f,𝗖𝗔𝗢𝗦 | Centaurus,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/cadu_f/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,radarada,RadaRada,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,,1-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/radarada/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,eeveeon,eeveeon,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/eeveeon/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,esteban0708,Esteban0708,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/esteban0708/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,iono_ce,Iono_Ce,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,,1-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/iono_ce/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,pikamon,Pikamon,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/pikamon/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,r0zey,r0zey,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23T19:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/r0zey/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23T19:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,r0zey,r0zey,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/r0zey/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,manatee,Manatee,6a8b7ef58302ae761e5fac0a,♨️Sauna's POG Tournament #23 |SLEEP BAN| 5USD + FA,60,2026-08-28T04:00:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b7ef58302ae761e5fac0a/player/manatee/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aluchitcg,AluchiTCG,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09T14:00:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/aluchitcg/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,russ_ii,TBC || Russ,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09T14:00:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/russ_ii/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,vitorinsky,Vitorinsky,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13T14:00:00.000Z,,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/vitorinsky/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,pedropato,𝗨𝗡𝗟 | Pedro Paulo,6a9ed1b3ab080c8c957fcda5,🇧🇷 Hit Sparrow #11 | TCG Pocket,22,2026-09-09T22:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9ed1b3ab080c8c957fcda5/player/pedropato/decklist
Mega Manectric ex Heliolisk,mega-manectric-ex-b2b-heliolisk-b4,2sick,𝗕𝗔𝗗𝗗𝗜𝗘| ²ꜱɪᴄᴋ,6a9d5a0bab080c8c957fbb20,DR. KELP’S CHUM BUCKET POP UP,34,2026-09-06T14:50:00.000Z,11,4-2-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9d5a0bab080c8c957fbb20/player/2sick/decklist
Mega Manectric ex Heliolisk,mega-manectric-ex-b2b-heliolisk-b4,r0zey,r0zey,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,60,1-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/r0zey/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,chaserz,ChaserZ,6a9c4f47a4272c53be647ff7,notChaser CUP#2 Equipe Rocket!,8,2026-09-05T22:00:00.000Z,4,3-3-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9c4f47a4272c53be647ff7/player/chaserz/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,roderick,Roderick,6a9c4f47a4272c53be647ff7,notChaser CUP#2 Equipe Rocket!,8,2026-09-05T22:00:00.000Z,6,3-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9c4f47a4272c53be647ff7/player/roderick/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,nyrq,nyrq,6a9b22fba4272c53be646f96,OTS Pokemon TCG Pocket Arena Pop Up,14,2026-09-04T22:00:00.000Z,7,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b22fba4272c53be646f96/player/nyrq/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,hakitcgp,hakitcgp,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30T22:40:00.000Z,10,5-2-1,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/hakitcgp/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,tiopatinhas,Maurício Wendell,6a9ed1b3ab080c8c957fcda5,🇧🇷 Hit Sparrow #11 | TCG Pocket,22,2026-09-09T22:00:00.000Z,14,2-3-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9ed1b3ab080c8c957fcda5/player/tiopatinhas/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,gariva,Gariva,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,17,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/gariva/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,tiopatinhas,Maurício Wendell,6a92710aabb9482237502fc0,🇧🇷 Hit Sparrow #10 | TCG Pocket,20,2026-09-02T22:00:00.000Z,19,0-3-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a92710aabb9482237502fc0/player/tiopatinhas/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,esteban0708,Esteban0708,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,21,4-3-1,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/esteban0708/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,animeking601,AnimeKing601,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,23,3-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/animeking601/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,alana,𝗠𝗲𝗴𝗮 Oricorio 𝗘𝗫,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,27,4-3-1,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/alana/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,flipinton,Flipinton,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,47,3-3-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/flipinton/decklist
Mega Manectric ex Team Rocket's Electrode,mega-manectric-ex-b2b-team-rockets-electrode-b4a,flipinton,Flipinton,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,52,2-4-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/flipinton/decklist
