archetype,deck_id,player,player_name,event_id,event_name,event_size,date,placing,record,cards_carried,carries_switch1_card,same_name_other_printing,n_cards_in_list,url
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,njjord7,FrogEX | Njord,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,20,3-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/njjord7/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,juanpcv4540,DG | Juanpcv ,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,23,7-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/juanpcv4540/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,light_dn,Light_DN,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,42,6-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/light_dn/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,javiee333,𝗠𝗢𝗡⭐️ | Javiee333,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13T22:50:00.000Z,45,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/javiee333/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,flipand11,flipand11,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,46,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/flipand11/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,marckedcards,MarckedCards,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,48,6-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/marckedcards/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,marckedcards,MarckedCards,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,50,1-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/marckedcards/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,fedepoke02,Federico  Moroni ,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,53,1-5-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/fedepoke02/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,iwonttry,iWontTry,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06T18:00:00.000Z,57,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/iwonttry/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,flipand11,flipand11,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,70,4-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/flipand11/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,smarmir,Smarmir,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,75,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/smarmir/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,nabrix,Nabrix,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,133,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/nabrix/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,okarun,okarun,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,143,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/okarun/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,beachboy,BeachBoy,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,151,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/beachboy/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,fall88,Fall88,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,178,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/fall88/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,masterlando_420,masterlando_420,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,193,2-5-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/masterlando_420/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,zartan3000,Zartan3000,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,217,2-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/zartan3000/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,fer7788,Fer7788,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,220,1-5-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/fer7788/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,whiterabbit,whiteRabbit,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,221,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/whiterabbit/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,sky_skywolf93,SKY_SkyWolf93,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,226,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/sky_skywolf93/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,tansama,𝗥𝗙 | Tan Sama,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,241,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/tansama/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,adk,ADK,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,247,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/adk/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,sushigabo,SushiGabo,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,304,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/sushigabo/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,322,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/dietdrkelp/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,hamza007,𝗠𝗮𝗴𝗺𝗮 Hamza,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,335,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/hamza007/decklist
Magnezone ex Magnezone,magnezone-ex-b3-magnezone-b1a,gravekeeper,𝐄𝐥𝐢𝐭𝐞𝟒 Gravekeeper,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/gravekeeper/decklist
Mega Altaria ex,mega-altaria-ex-b1,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,27,0-6-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/normo360/decklist
Mega Altaria ex,mega-altaria-ex-b1,ventrixd,VentriXD,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,318,0-2-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ventrixd/decklist
Mega Altaria ex Greninja,mega-altaria-ex-b1-greninja-a1,mamas,analezelol <3,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,26,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/mamas/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,khaeruibnum,khaeruibnum,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,10,5-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/khaeruibnum/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,khaeruibnum,khaeruibnum,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,34,1-6-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/khaeruibnum/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,pamnardo_s2,PamNardo_s2,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,63,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/pamnardo_s2/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,pamnardo_s2,PamNardo_s2,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,67,0-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/pamnardo_s2/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,khaeruibnum,khaeruibnum,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/khaeruibnum/decklist
Mega Altaria ex Igglybuff,mega-altaria-ex-b1-igglybuff-a4a,khaeruibnum,khaeruibnum,6aabc067f1243e65f98035ec,The TCGP Arena #6! Prizing: 🌟🌟 Cards,53,2026-09-21T17:00:00.000Z,,1-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aabc067f1243e65f98035ec/player/khaeruibnum/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,marhadi,MarHaDi,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05T20:05:00.000Z,1,9-2-1,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/marhadi/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,legendoery,mega blaziken because i dont like vespiqueen,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28T22:30:00.000Z,1,11-1-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/legendoery/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,shinra67,𝗕𝗢𝗔𝗧| Satoru Gojo,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,1,8-1-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/shinra67/decklist
